Amount,Status,FamilyStatus,Duration,Interest,Installment
22500,Working,Married,15,0.1379,468.54
22500,Working,Married,12,0.1316,168.86
22500,Working,Married,24,0.1474,207.23
22500,Working,Married,30,0.1442,618.89
22500,Working,Married,15,0.1284,638.75
22500,Working,Married,12,768,124.77
22500,Working,Married,6,0.1253,401.6
22500,Working,Married,12,0.1726,644.12
22500,Working,Married,24,0.1505,156.12
20250,Commercial associate,Separated,10,0.1316,270.17
20250,Commercial associate,Separated,6,0.1379,408.91
20250,Commercial associate,Separated,12,0.1347,678.46
20250,Commercial associate,Separated,27,0.1221,199.89
20250,Commercial associate,Separated,6,0.1442,515.74
20250,Commercial associate,Separated,6,737,77.62
20250,Commercial associate,Separated,12,0.1632,565.02
20250,Commercial associate,Separated,24,74,155.3
22500,Working,Married,36,0.1411,308.06
22500,Working,Married,24,0.1284,268.95
22500,Working,Married,18,0.1347,407.08
33750,Working,Married,6,0.1379,681.51
33750,Working,Married,24,0.1347,305.31
33750,Working,Married,36,932,111.82
18000,Commercial associate,Separated,9,0.1568,385.02
18000,Commercial associate,Separated,24,963,320.95
18000,Commercial associate,Separated,24,8,188.02
18000,Commercial associate,Separated,10,0.1474,414.45
18000,Commercial associate,Separated,15,0.1253,301.2
18000,Commercial associate,Separated,15,768,171.55
18000,Commercial associate,Separated,24,0.1537,174.24
11250,Working,Married,39,963,320.95
11250,Working,Married,12,0.1347,203.54
11250,Working,Married,36,0.1726,429.41
11250,Working,Married,15,0.1474,51.81
11250,Working,Married,12,8,31.34
11250,Working,Married,24,0.1379,272.61
20250,Working,Married,6,768,112.29
20250,Working,Married,6,0.1253,184.07
20250,Working,Married,36,0.1632,847.53
20250,Working,Married,6,0.1347,508.84
20250,Working,Married,6,0.1347,488.49
24300,Working,Married,24,0.1284,64.72
24300,Working,Married,18,8,172.35
24300,Working,Married,48,0.1284,201.71
18000,Commercial associate,Married,24,0.1505,520.37
18000,Commercial associate,Married,18,0.1095,297.7
63000,Working,Married,26,0.1411,342.29
63000,Working,Married,15,0.1095,261.71
63000,Working,Married,4,0.1474,331.56
63000,Working,Married,36,0.1537,48.79
63000,Working,Married,6,0.1474,189.96
63000,Working,Married,36,0.1505,529.05
63000,Working,Married,15,0.1347,295.13
63000,Working,Married,12,0.1411,222.49
63000,Working,Married,24,0.1347,398.6
63000,Working,Married,24,737,62.1
63000,Working,Married,21,963,224.66
18000,Commercial associate,Married,6,8,94.01
18000,Commercial associate,Married,18,963,256.76
13500,Commercial associate,Widow,48,8,203.69
18900,Pensioner,Widow,18,0.1221,39.98
18900,Pensioner,Widow,12,963,320.95
18900,Pensioner,Widow,24,932,191.69
18900,Pensioner,Widow,30,0.1347,232.37
18900,Pensioner,Widow,18,0.1284,181.54
11250,Working,Married,12,0.1379,315.2
11250,Working,Married,24,0.1316,216.13
11250,Working,Married,24,932,191.69
11250,Working,Married,24,0.1379,272.61
11250,Working,Married,12,0.1221,533.04
11250,Working,Married,48,963,356.25
11250,Working,Married,12,0.1253,309.57
11250,Working,Married,6,0.16,632.84
11250,Working,Married,48,0.1379,340.76
11250,Working,Married,12,0.16,123.06
11250,Working,Married,9,0.1148,167.32
11250,Working,Married,12,0.1189,116.08
17100,Working,Married,18,0.1505,381.61
17100,Working,Married,21,737,521.57
17100,Working,Married,24,0.1316,692.29
43200,Commercial associate,Married,18,0.1379,272.61
11250,Commercial associate,Married,24,0.1474,276.3
11250,Commercial associate,Married,24,0.1253,401.6
11250,Commercial associate,Married,6,0.1189,331.64
11250,Commercial associate,Married,36,0.1695,534.41
11250,Commercial associate,Married,24,963,545.61
11250,Commercial associate,Married,24,0.1347,373.15
11250,Commercial associate,Married,12,8,125.35
11250,Commercial associate,Married,24,963,160.48
11250,Commercial associate,Married,48,8,266.36
6750,Working,Married,48,0.1316,168.86
29250,Commercial associate,Civil marriage,24,0.1316,312.38
29250,Commercial associate,Civil marriage,30,737,263.89
29250,Commercial associate,Civil marriage,24,768,31.2
29250,Commercial associate,Civil marriage,15,0.16,421.89
29250,Commercial associate,Civil marriage,9,932,351.42
29250,Commercial associate,Civil marriage,15,0.1411,342.29
29250,Commercial associate,Civil marriage,12,0.1221,333.15
29250,Commercial associate,Civil marriage,24,0.1635,335.63
29250,Commercial associate,Civil marriage,36,0.1316,337.71
29250,Commercial associate,Civil marriage,24,0.1221,119.94
29250,Commercial associate,Civil marriage,18,0.1537,167.27
15750,Working,Married,12,768,224.58
15750,Working,Married,9,8,441.84
15750,Working,Married,36,0.1347,339.23
15750,Working,Married,12,0.1284,605.13
15750,Working,Married,18,0.1189,331.64
15750,Working,Married,9,0.1316,81.05
22500,Commercial associate,Married,12,0.1316,574.1
22500,Commercial associate,Married,18,0.1379,340.76
22500,Commercial associate,Married,12,0.1347,135.7
22500,Commercial associate,Married,12,737,322.88
22500,Commercial associate,Married,24,8,313.37
22500,Commercial associate,Married,21,963,385.14
22500,Commercial associate,Married,24,0.1253,334.67
22500,Commercial associate,Married,24,0.1253,836.66
22500,Commercial associate,Married,6,0.1537,193.4
22500,Commercial associate,Married,24,0.1253,669.33
15750,Working,Singlenot married,24,0.1316,405.25
11250,Working,Married,18,0.1253,435.07
6750,Working,Married,24,0.1379,255.57
6750,Working,Married,7,963,192.57
6750,Working,Married,9,0.1568,352
6750,Working,Married,24,0.1663,780.34
6750,Working,Married,36,0.1442,412.6
6750,Working,Married,10,8,188.02
6750,Working,Married,24,0.1411,405.62
6750,Working,Married,24,0.1253,401.6
6750,Working,Married,36,0.1189,165.82
6750,Working,Married,18,0.16,147.67
16200,Working,Married,15,0.1474,86.35
27000,Commercial associate,Married,12,0.1284,504.27
16650,Working,Married,10,963,185.35
16650,Working,Married,21,0.1379,221.5
16650,Working,Married,24,0.1474,276.3
16650,Working,Married,18,0.1442,292.26
16650,Working,Married,48,0.1253,87.02
15750,Commercial associate,Married,60,0.1411,167.73
15750,Commercial associate,Married,6,963,224.66
15750,Commercial associate,Married,30,0.1537,374.6
15750,Commercial associate,Married,12,0.1316,168.86
15750,Commercial associate,Married,21,0.1411,290.95
15750,Commercial associate,Married,18,0.1411,171.15
15750,Pensioner,Married,48,0.1758,718.84
15750,Pensioner,Married,12,0.1189,198.99
15750,Pensioner,Married,18,0.1663,532.05
15750,Pensioner,Married,15,0.1221,166.58
15750,Pensioner,Married,6,0.1189,298.48
15750,Pensioner,Married,9,0.1411,143.77
15750,Pensioner,Married,42,932,207.66
9000,Working,Civil marriage,9,0.1284,504.27
9000,Working,Civil marriage,24,0.1221,399.78
9000,Working,Civil marriage,18,932,63.9
13500,Working,Civil marriage,15,0.1411,684.58
13500,Working,Civil marriage,9,0.1221,499.73
13500,Working,Civil marriage,24,0.1426,240.15
13500,Working,Civil marriage,12,963,248.74
13500,Working,Civil marriage,24,0.16,281.26
13500,Working,Civil marriage,60,0.16,527.36
13500,Working,Civil marriage,12,0.1663,567.52
13500,Working,Civil marriage,42,0.1505,693.83
13500,Working,Civil marriage,18,0.1474,552.59
15750,Working,Civil marriage,15,0.1253,836.66
18000,Commercial associate,Married,15,0.1442,498.55
31500,State servant,Widow,24,0.1316,287.05
31500,State servant,Widow,18,737,248.37
31500,State servant,Widow,36,8,188.02
31500,State servant,Widow,30,0.1347,447.78
31500,State servant,Widow,12,963,160.48
31500,State servant,Widow,24,0.1189,348.23
31500,State servant,Widow,12,0.1474,51.81
31500,State servant,Widow,48,932,159.74
31500,State servant,Widow,12,0.1189,530.63
31500,State servant,Widow,24,0.1426,274.45
31500,State servant,Widow,36,768,49.91
31500,State servant,Widow,24,737,372.55
31500,State servant,Widow,14,963,417.23
17100,Working,Singlenot married,12,0.1316,379.92
17100,Working,Singlenot married,48,932,319.47
13500,Working,Married,30,0.1253,251
13500,Working,Married,18,0.1189,331.64
13500,Working,Married,12,0.1568,113.76
11250,Working,Married,12,0.1347,407.08
11250,Working,Married,21,0.1284,235.33
11250,Working,Married,6,0.1316,405.25
11250,Working,Married,6,8,313.37
13500,Commercial associate,Married,24,0.1379,286.24
13500,Commercial associate,Married,30,963,481.42
13500,Commercial associate,Married,48,963,160.48
13500,Commercial associate,Married,12,0.1632,529.71
13500,Commercial associate,Married,30,0.1221,158.25
13500,Commercial associate,Married,24,0.1568,282
13500,Commercial associate,Married,36,768,311.91
13500,Commercial associate,Married,60,0.1221,666.3
13500,Commercial associate,Married,6,932,527.13
13500,Commercial associate,Married,21,932,233.22
13500,Commercial associate,Married,30,0.1505,416.3
32850,Pensioner,Civil marriage,24,0.1568,525.03
32850,Pensioner,Civil marriage,72,0.1411,232.76
32850,Pensioner,Civil marriage,24,0.1253,669.33
32850,Pensioner,Civil marriage,18,0.1221,599.67
32850,Pensioner,Civil marriage,6,0.1253,117.14
32850,Pensioner,Civil marriage,12,0.1316,362.19
32850,Pensioner,Civil marriage,15,0.1347,101.77
22500,Working,Married,24,0.1474,120.88
22500,Working,Married,36,8,100.28
22500,Working,Married,60,8,475
22500,Working,Married,10,0.1284,806.83
22500,Working,Married,36,0.1474,386.82
22500,Working,Married,9,0.1568,245.02
22500,Working,Married,12,963,320.95
22500,Working,Married,15,0.1632,247.2
22500,Working,Married,15,8,172.35
14850,Pensioner,Married,24,0.1316,168.86
14850,Pensioner,Married,6,0.1568,245.02
7650,Pensioner,Married,24,0.1316,844.26
7650,Pensioner,Married,6,0.1221,632.99
13500,Working,Married,12,0.1821,297
13500,Working,Married,12,0.1189,198.99
13500,Working,Married,18,0.16,404.31
13500,Working,Separated,15,0.1284,537.89
6750,Pensioner,Married,12,0.1347,237.46
6750,Pensioner,Married,48,0.1221,258.2
6750,Pensioner,Married,24,8,263.23
6750,Pensioner,Married,30,8,172.35
6750,Pensioner,Married,27,0.1284,168.09
6750,Pensioner,Married,15,0.1505,346.92
6750,Pensioner,Married,48,0.1316,337.71
6750,Pensioner,Married,12,768,374.29
6750,Pensioner,Married,9,963,215.04
6750,Pensioner,Married,9,8,125.35
6750,Pensioner,Married,18,0.1347,407.08
44550,Commercial associate,Married,6,963,385.14
44550,Commercial associate,Married,21,0.1632,331.95
44550,Commercial associate,Married,9,0.1411,342.29
44550,Commercial associate,Married,60,0.1347,407.08
44550,Commercial associate,Married,30,963,320.95
44550,Commercial associate,Married,30,0.1505,477.01
44550,Commercial associate,Married,18,0.1221,499.73
44550,Commercial associate,Married,24,0.1284,84.05
44550,Commercial associate,Married,20,0.1347,339.23
44550,Commercial associate,Married,9,0.1284,504.27
44550,Commercial associate,Married,6,963,320.95
6750,Working,Singlenot married,12,0.1442,687.66
6750,Working,Singlenot married,9,8,156.69
6750,Working,Singlenot married,27,0.1221,666.3
6750,Working,Singlenot married,6,0.1537,104.54
7650,Working,Married,15,0.1474,276.3
7650,Working,Married,18,932,313.08
7650,Working,Married,48,932,159.74
10350,Working,Married,24,0.1284,672.36
10350,Working,Married,24,0.1726,894.61
10350,Working,Married,24,0.1442,687.66
10350,Working,Married,8,0.1221,399.78
10350,Working,Married,24,0.1411,410.75
10350,Working,Married,4,0.1632,474.97
10350,Working,Married,36,0.1379,391.87
10350,Working,Married,24,963,224.66
10350,Working,Married,18,0.1474,690.74
10350,Working,Married,6,6,91.27
10350,Working,Married,30,0.1695,356.27
10350,Working,Married,24,0.1379,340.76
18000,Working,Singlenot married,10,0.1218,399.6
18000,Working,Singlenot married,21,0.1347,67.85
18000,Working,Singlenot married,24,963,513.51
18000,Working,Singlenot married,39,0.1284,242.05
18000,Working,Singlenot married,13,0.1253,301.2
31500,Pensioner,Married,15,0.1496,207.87
22500,Working,Married,12,0.1347,542.77
22500,Working,Married,21,0.1505,190.81
22500,Working,Married,15,932,191.69
22500,Working,Married,6,932,191.69
22500,Working,Married,18,0.1253,167.34
13500,Working,Married,12,0.1221,666.3
13500,Working,Married,30,0.1505,260.19
13500,Working,Married,12,0.1442,51.58
13500,Working,Married,24,0.1505,294.88
13500,Working,Married,6,0.1253,187.42
13500,Working,Married,15,0.1126,312.21
13500,Working,Married,24,0.1316,303.94
13500,Working,Married,12,0.1347,244.25
13500,Working,Married,15,0.1505,156.12
13500,Working,Married,18,0.1411,329.46
9000,Commercial associate,Married,12,0.1347,284.95
257625.0,Commercial associate,Civil marriage,21,0.1347,814.15
15750,Working,Singlenot married,24,0.1379,511.14
15750,Working,Singlenot married,12,0.1442,55.02
15750,Working,Singlenot married,30,0.1221,333.15
15750,Working,Singlenot married,10,0.1316,413.69
11250,Working,Singlenot married,12,0.1158,528.22
11250,Working,Singlenot married,12,0.1379,238.53
11250,Working,Singlenot married,24,0.1411,676.02
11250,Working,Singlenot married,36,0.1347,169.62
11250,Working,Singlenot married,21,0.1316,506.56
11250,Working,Singlenot married,24,932,319.47
11250,Working,Singlenot married,12,932,63.9
11250,Working,Singlenot married,24,0.1442,171.92
11250,Working,Singlenot married,36,0.1411,164.3
11250,Working,Singlenot married,18,932,255.58
11250,Working,Singlenot married,36,0.1189,663.28
11250,Working,Singlenot married,18,0.1379,681.51
11250,Working,Singlenot married,39,768,124.77
11250,Working,Singlenot married,24,0.1253,836.66
11250,Working,Singlenot married,12,0.1379,170.38
11250,Working,Singlenot married,12,8,313.37
11250,Working,Singlenot married,20,0.1568,422
11250,Working,Singlenot married,18,963,385.14
11250,Working,Singlenot married,22,0.1379,436.17
11250,Working,Singlenot married,48,768,194.95
11250,Working,Singlenot married,48,0.1632,353.14
11250,Working,Singlenot married,40,0.1095,170.12
11250,Working,Singlenot married,21,0.16,527.36
11250,Working,Singlenot married,24,0.1189,238.79
11250,Working,Singlenot married,6,0.1189,198.99
11250,Working,Singlenot married,24,0.1284,336.18
11250,Working,Singlenot married,24,0.1474,172.69
11250,Working,Singlenot married,9,0.1221,199.89
31500,Commercial associate,Married,18,0.1568,211
31500,Commercial associate,Married,12,0.1316,432.26
31500,Commercial associate,Married,24,0.1253,560.56
31500,Commercial associate,Married,9,0.1379,170.38
14310,Pensioner,Married,24,0.1632,141.26
14310,Pensioner,Married,18,0.1474,414.45
18000,Working,Married,20,0.1316,405.25
18000,Working,Married,12,0.1316,324.2
18000,Working,Married,12,0.1537,684.73
18000,Working,Married,36,0.1474,442.08
18000,Working,Married,6,8,222.49
22500,Commercial associate,Separated,12,0.1411,313.2
22500,Commercial associate,Separated,42,0.1189,414.55
22500,Commercial associate,Separated,15,0.1537,139.39
13500,Working,Married,8,0.1682,533.43
13500,Working,Married,6,0.1095,654.28
13500,Working,Married,36,0.1568,385.02
20250,Working,Singlenot married,48,0.1635,706.59
20250,Working,Singlenot married,48,8,150.42
20250,Working,Singlenot married,36,0.1284,336.18
20250,Working,Singlenot married,6,0.1474,690.74
20250,Working,Singlenot married,6,0.1253,401.6
5850,Working,Married,36,0.1347,379.94
5850,Working,Married,18,963,433.28
5850,Working,Married,12,768,165.32
5850,Working,Married,12,0.1316,50.66
5850,Working,Married,36,0.1442,192.55
5850,Working,Married,8,0.1221,333.15
5850,Working,Married,18,0.1726,150.3
18000,Pensioner,Married,21,0.1411,410.75
18000,Pensioner,Married,18,0.1505,138.77
18000,Pensioner,Married,18,0.1568,328.14
18000,Pensioner,Married,36,932,263.57
21600,Working,Married,48,0.1442,481.36
9000,Working,Married,24,0.1253,560.56
9000,Working,Married,18,0.1726,687.06
9000,Working,Married,45,0.1221,266.52
9000,Working,Married,24,8,156.69
9000,Working,Married,15,737,543.3
9000,Working,Married,12,0.1221,149.92
9000,Working,Married,12,932,255.58
9000,Working,Married,4,0.1682,675.68
9000,Working,Married,24,0.1537,209.08
9000,Working,Married,24,932,159.74
9000,Working,Married,36,788,375.37
9000,Working,Married,21,0.1347,407.08
9000,Working,Married,18,0.1316,290.43
9000,Working,Married,24,0.1379,68.16
9000,Working,Married,18,0.1442,55.02
9000,Working,Married,21,963,144.43
20250,Commercial associate,Married,18,0.1442,524.34
20250,Commercial associate,Married,24,0.1537,519.21
20250,Commercial associate,Married,9,0.16,140.63
20250,Commercial associate,Married,12,0.1189,596.96
20250,Commercial associate,Married,20,0.1537,174.24
7650,Pensioner,Singlenot married,24,0.1505,867.29
7650,Pensioner,Singlenot married,15,0.1537,313.62
7650,Pensioner,Singlenot married,18,0.1253,234.27
7650,Pensioner,Singlenot married,36,0.16,457.05
7650,Pensioner,Singlenot married,24,932,287.53
7650,Pensioner,Singlenot married,10,0.1474,138.15
7650,Pensioner,Singlenot married,15,963,320.95
7650,Pensioner,Singlenot married,15,0.16,351.58
9450,Working,Singlenot married,9,0.1565,699.73
9450,Working,Singlenot married,24,0.1663,354.7
11250,Working,Singlenot married,18,0.1442,51.58
11250,Working,Singlenot married,24,0.1316,216.13
11250,Working,Singlenot married,27,0.1379,306.68
11250,Working,Singlenot married,10,8,313.37
11250,Working,Singlenot married,15,963,449.32
11250,Working,Singlenot married,18,963,307.31
11250,Working,Singlenot married,12,0.1411,684.58
13500,Working,Married,36,768,86.56
13500,Working,Married,12,0.1411,123.23
13500,Working,Married,36,0.1284,504.27
31500,Working,Married,6,0.1505,143.97
31500,Working,Married,24,0.1411,123.23
31500,Working,Married,15,0.1316,67.55
31500,Working,Married,12,0.1537,334.53
31500,Working,Married,11,963,320.95
31500,Working,Married,18,768,249.53
31500,Working,Married,36,932,255.58
31500,Working,Married,9,0.1347,223.89
31500,Working,Married,30,8,313.37
13500,Commercial associate,Civil marriage,24,774,280.97
13500,Commercial associate,Civil marriage,24,0.1537,95.83
13500,Commercial associate,Civil marriage,30,0.1663,425.64
13500,Commercial associate,Civil marriage,18,8,282.03
13500,Pensioner,Singlenot married,24,963,48.15
20700,Commercial associate,Married,12,0.1253,117.14
20700,Commercial associate,Married,24,0.1189,198.99
20700,Commercial associate,Married,48,0.1284,201.71
20700,Commercial associate,Married,36,0.1442,226.93
20700,Commercial associate,Married,28,0.1505,104.08
20700,Commercial associate,Married,27,0.1322,676.02
12600,Pensioner,Married,15,0.1253,127.18
12600,Pensioner,Married,12,0.1284,215.16
12600,Pensioner,Married,36,0.1632,439.66
12600,Pensioner,Married,18,0.1284,672.36
20700,Commercial associate,Singlenot married,36,0.1253,133.87
20700,Commercial associate,Singlenot married,21,0.1253,602.4
20700,Commercial associate,Singlenot married,12,737,111.77
18000,Working,Married,15,8,188.02
18000,Working,Married,18,0.1189,281.9
18000,Working,Married,16,0.1189,50.58
18000,Working,Married,20,0.1284,168.09
18000,Commercial associate,Married,36,0.1221,333.15
18000,Commercial associate,Married,15,0.1379,272.61
18000,Commercial associate,Married,24,0.1442,51.58
18000,Commercial associate,Married,12,963,481.42
18000,Commercial associate,Married,21,0.1663,141
18000,Commercial associate,Married,36,0.1284,504.27
18000,Commercial associate,Married,15,963,304.9
18000,Commercial associate,Married,9,768,124.77
18000,Commercial associate,Married,36,0.1442,113
18000,Commercial associate,Married,24,0.16,421.89
18000,Commercial associate,Married,30,0.1189,497.46
28800,Pensioner,Separated,11,8,31.34
28800,Pensioner,Separated,24,8,175.49
11250,Working,Married,48,0.1221,399.78
11250,Working,Married,10,0.1221,326.49
11250,Working,Married,6,0.1411,246.45
4500,Working,Married,24,0.1189,212.25
13500,Working,Singlenot married,24,8,188.02
13500,Working,Singlenot married,18,0.1221,116.61
13500,Working,Singlenot married,48,0.1474,345.37
13500,Commercial associate,Separated,9,768,155.96
13500,Commercial associate,Separated,12,0.1221,273.19
13500,Commercial associate,Separated,24,0.1392,109.24
13500,Commercial associate,Separated,12,0.1284,252.14
13500,Commercial associate,Separated,18,0.1474,41.45
13500,Commercial associate,Separated,48,0.1379,85.19
13500,Commercial associate,Separated,30,932,319.47
13500,Commercial associate,Separated,12,0.1316,287.05
13500,Commercial associate,Separated,24,0.1316,202.63
13500,Commercial associate,Separated,9,0.1284,33.62
13500,Commercial associate,Separated,9,932,95.85
13500,Commercial associate,Separated,12,768,187.15
13500,Commercial associate,Separated,12,8,250.69
13500,Commercial associate,Separated,30,0.1284,181.54
9450,Working,Married,9,0.1347,305.31
9450,Working,Married,6,932,255.58
9450,Working,Married,60,0.1221,499.73
9450,Working,Married,24,0.16,285.66
13500,Working,Married,12,8,156.69
13500,Working,Married,10,0.1568,192.51
13500,Working,Married,24,0.1411,198.53
13500,Working,Married,4,0.1221,666.3
11250,Commercial associate,Married,15,0.1284,605.13
11250,Commercial associate,Married,48,0.2086,902.54
11250,Commercial associate,Married,24,768,77.98
20250,Commercial associate,Married,12,963,346.62
20250,Commercial associate,Married,18,0.1474,268.53
20250,Commercial associate,Married,24,0.1221,506.39
20250,Commercial associate,Married,18,0.1221,263.19
20250,Commercial associate,Married,36,963,192.57
20250,Commercial associate,Married,24,0.1379,238.53
31500,Working,Separated,36,932,325.86
31500,Working,Separated,12,8,313.37
18000,Commercial associate,Married,24,0.1537,139.39
18000,Commercial associate,Married,30,0.1189,464.3
18000,Commercial associate,Married,9,0.16,215.34
18000,Commercial associate,Married,28,0.1316,202.63
18000,Commercial associate,Married,24,0.1379,115.86
18000,Pensioner,Singlenot married,6,963,115.54
18000,Pensioner,Singlenot married,21,0.1221,233.21
18000,Pensioner,Singlenot married,15,0.1253,200.8
18000,Pensioner,Singlenot married,24,737,111.77
18000,Pensioner,Singlenot married,6,8,238.16
18000,Pensioner,Singlenot married,30,963,481.42
18000,Pensioner,Singlenot married,27,0.1758,790.73
18000,Pensioner,Singlenot married,15,0.1221,266.52
5400,Working,Married,42,0.1189,397.97
5400,Working,Married,11,0.1379,340.76
5400,Working,Married,15,0.1474,448.98
5400,Working,Married,24,0.1568,367.52
5400,Working,Married,24,0.1316,506.56
18000,Commercial associate,Separated,60,0.1411,513.44
18000,Commercial associate,Separated,30,0.1284,228.61
18000,Commercial associate,Separated,24,932,415.31
18000,Commercial associate,Separated,6,8,250.69
18000,Commercial associate,Separated,18,0.1221,533.04
18000,Commercial associate,Separated,24,963,256.76
20250,Working,Married,15,0.1316,515
20250,Working,Married,30,932,76.68
20250,Working,Married,48,0.1347,508.84
20250,Working,Married,21,963,102.71
20250,Working,Married,36,8,338.43
20250,Working,Married,24,0.1442,343.83
20250,Working,Married,15,0.1316,378.23
20250,Working,Married,42,0.1442,469.33
20250,Working,Married,13,0.1316,324.2
20250,Working,Married,24,0.1379,163.57
20250,Working,Married,24,0.1253,334.67
20250,Working,Married,12,0.1189,149.24
20250,Working,Married,15,963,449.32
20250,Working,Married,18,0.16,112.51
20250,Working,Married,36,8,156.69
20250,Working,Married,12,0.1189,165.82
20250,Working,Married,12,932,95.85
15750,Working,Married,30,0.1474,621.67
15750,Working,Married,12,0.1411,136.92
13140,Pensioner,Married,45,0.1221,346.48
13140,Pensioner,Married,45,0.1189,58.04
13140,Pensioner,Married,6,932,247.59
13140,Pensioner,Married,48,0.1758,503.19
13140,Pensioner,Married,12,0.1347,165.38
13140,Pensioner,Married,42,0.1189,464.3
13140,Pensioner,Married,24,0.1347,254.42
13140,Pensioner,Married,36,0.1347,409.62
13140,Pensioner,Married,24,963,256.76
13140,Pensioner,Married,36,0.1568,87.51
13140,Pensioner,Married,12,0.1726,521.56
13140,Pensioner,Married,30,0.1347,271.39
13140,Pensioner,Married,12,0.1347,106.01
16650,Working,Singlenot married,48,0.1316,324.2
20250,Working,Married,12,963,481.42
20250,Working,Married,24,0.1379,67.3
22500,Commercial associate,Singlenot married,15,932,223.63
22500,Commercial associate,Singlenot married,24,0.1316,317.44
15750,Working,Civil marriage,24,0.1158,594.25
15750,Working,Civil marriage,30,0.1474,55.26
15750,Working,Civil marriage,24,963,224.66
15750,Working,Civil marriage,24,0.1284,67.24
15750,Working,Civil marriage,9,0.1316,405.25
15750,Working,Civil marriage,6,932,383.37
15750,Working,Civil marriage,10,0.1347,678.46
15750,Working,Civil marriage,12,932,95.85
15750,Working,Civil marriage,10,0.1253,167.34
15750,Working,Civil marriage,6,932,239.61
15750,Working,Civil marriage,6,963,417.23
15750,Working,Civil marriage,12,0.1095,327.14
15750,Working,Civil marriage,7,0.16,878.94
15750,Commercial associate,Singlenot married,60,0.1379,579.29
9000,Working,Separated,18,0.16,158.21
9000,Working,Separated,24,8,172.35
9000,Working,Separated,18,963,32.1
9000,Working,Separated,12,0.1411,616.12
9000,Working,Separated,12,963,96.29
9000,Working,Separated,45,0.1379,170.38
9000,Working,Separated,48,0.1189,198.99
9000,Working,Separated,18,0.1726,629.81
9000,Working,Separated,10,8,101.85
9000,Working,Separated,9,0.1537,348.47
18900,Working,Married,30,0.1316,324.2
18900,Working,Married,12,768,99.81
27000,Commercial associate,Married,18,0.1158,792.33
27000,Commercial associate,Married,30,8,282.03
27000,Commercial associate,Married,48,0.1287,807.2
27000,Commercial associate,Married,11,932,185.3
25650,Commercial associate,Married,36,0.1126,690.13
25650,Commercial associate,Married,6,0.1189,472.59
25650,Commercial associate,Married,11,768,109.17
25650,Commercial associate,Married,12,0.1253,359.77
25650,Commercial associate,Married,24,0.1379,136.31
25650,Commercial associate,Married,27,768,46.79
25650,Commercial associate,Married,12,0.1221,99.95
25650,Commercial associate,Married,18,0.1426,140.66
25650,Commercial associate,Married,36,963,385.14
25650,Commercial associate,Married,6,0.1411,684.58
25650,Commercial associate,Married,12,963,224.66
25650,Commercial associate,Married,36,0.1253,133.87
25650,Commercial associate,Married,18,0.1221,359.81
13500,Working,Singlenot married,36,0.1218,319.68
13500,Working,Singlenot married,9,0.1221,283.18
13500,Working,Singlenot married,15,0.1253,93.71
20250,State servant,Married,36,768,109.17
20250,State servant,Married,48,0.1126,492.95
6750,Pensioner,Widow,24,0.1158,825.34
23400,Working,Singlenot married,27,0.1126,279.34
23400,Working,Singlenot married,12,963,96.29
23400,Working,Singlenot married,12,0.1284,268.95
23400,Working,Singlenot married,36,0.16,281.26
23400,Working,Singlenot married,36,932,95.85
23400,Working,Singlenot married,36,0.1158,792.33
23400,Working,Singlenot married,7,963,192.57
23400,Working,Singlenot married,8,0.1126,65.73
23400,Working,Singlenot married,42,0.1158,290.52
23400,Working,Singlenot married,36,0.1158,297.13
23400,Working,Singlenot married,12,963,96.29
23400,Working,Singlenot married,42,932,223.63
5400,Pensioner,Widow,11,0.1347,237.46
27000,Working,Married,54,963,80.24
27000,Working,Married,30,0.1537,871.16
27000,Working,Married,24,0.1316,337.71
27000,Working,Married,15,0.1095,425.28
27000,Working,Married,18,0.1126,32.87
27000,Working,Married,24,0.1095,163.57
11700,Working,Married,10,932,364.2
11700,Working,Married,12,0.1158,99.05
22500,Commercial associate,Widow,18,0.1253,184.07
22500,Commercial associate,Widow,36,0.1221,283.18
22500,Commercial associate,Widow,18,0.1474,797.8
22500,Commercial associate,Widow,12,0.1379,681.51
22500,Commercial associate,Widow,12,0.1221,166.58
22500,Commercial associate,Widow,12,0.1095,49.08
20250,Working,Married,12,0.1126,492.95
20250,Working,Married,24,0.1221,299.84
15300,Pensioner,Married,12,0.1221,333.15
15300,Pensioner,Married,54,0.1253,334.67
15300,Pensioner,Married,12,0.1347,305.31
15300,Pensioner,Married,18,8,313.37
15300,Pensioner,Married,36,0.1316,121.58
15300,Pensioner,Married,20,0.1158,429.18
15300,Pensioner,Married,24,963,385.14
15300,Pensioner,Married,36,8,188.02
15300,Pensioner,Married,6,0.1253,259.37
15300,Pensioner,Married,9,0.1221,233.21
15300,Pensioner,Married,12,0.1126,607.98
15300,Pensioner,Married,24,8,219.36
15300,Pensioner,Married,18,0.1095,327.14
15300,Pensioner,Married,12,0.1474,697.65
15300,Pensioner,Married,24,963,160.48
15300,Pensioner,Married,14,0.1189,165.82
15750,Working,Married,6,0.1253,435.07
15750,Working,Married,15,963,38.52
15750,Working,Married,18,0.1284,235.33
15750,Working,Married,36,0.1189,414.55
15750,Working,Married,12,0.1253,167.34
15750,Working,Married,48,768,265.13
15750,Working,Married,42,0.1221,106.61
18000,Working,Married,10,963,481.42
18000,Working,Married,33,0.1158,396.17
18000,Working,Married,12,0.1221,266.52
18000,Working,Married,21,0.1126,469
